epoch,training_acc,training_loss
0,39.48,836.99
1,44.32,796.77
2,48.04,780.41
3,50.02,767.6
4,52.32,756.28
5,51.24,745.33
6,53.41,735.73
7,54.98,726.23
8,60.35,717.59
9,60.49,709.65
10,61.55,702.44
11,61.86,695.29
12,63.3,688.97
13,63.93,682.23
14,63.9,675.91
15,63.38,670.11
16,65.16,664.44
17,66.13,659.26
18,65.6,653.93
19,66.01,650.11
20,65.15,644.74
21,67.52,641.56
22,67.29,638.19
23,67.79,635.13
24,66.54,631.75
25,67.61,629.23
26,67.76,626.59
27,69.08,625.07
28,68.39,623.36
29,69.05,621.58
30,67.56,619.52
31,69.55,618.41
32,66.97,617.54
33,68.02,616.56
34,68.08,615.36
35,68.23,613.74
36,69.0,612.85
37,68.31,611.9
38,69.06,611.65
39,69.92,611.03
